,POI_id,longitude,latitude
0,3fd66200f964a52000e71ee3,-74.003139,40.733596
1,3fd66200f964a52001e81ee3,-73.967676,40.756353000000004
2,3fd66200f964a52002eb1ee3,-74.00228800000002,40.73363
3,3fd66200f964a52003e51ee3,-73.98145600000002,40.724821999999996
4,3fd66200f964a52003e71ee3,-74.00601999999998,40.739684999999994
5,3fd66200f964a52003e81ee3,-73.972532,40.756119
6,3fd66200f964a52004e41ee3,-73.990817,40.718363000000004
7,3fd66200f964a52004e51ee3,-73.98172,40.722206
8,3fd66200f964a52004e61ee3,-73.994116,40.722842
9,3fd66200f964a52004e81ee3,-73.967762,40.756048
10,3fd66200f964a52005e41ee3,-73.987351,40.719831
11,3fd66200f964a52005e51ee3,-73.99069,40.72446400000001
12,3fd66200f964a52005e71ee3,-74.005318,40.728473
13,3fd66200f964a52005e81ee3,-73.967686,40.756161
14,3fd66200f964a52005eb1ee3,-73.98842900000002,40.734814
15,3fd66200f964a52006e61ee3,-74.00208,40.726289
16,3fd66200f964a52006e81ee3,-73.97837700000002,40.741632
17,3fd66200f964a52006e91ee3,-73.957782,40.811205
18,3fd66200f964a52006ea1ee3,-74.003476,40.736162
19,3fd66200f964a52006eb1ee3,-73.986254,40.727987
20,3fd66200f964a52007e61ee3,-73.994913,40.725755
21,3fd66200f964a52007ea1ee3,-74.00417,40.738098
22,3fd66200f964a52008e31ee3,-73.95775,40.721353
23,3fd66200f964a52008e81ee3,-73.965179,40.761838
24,3fd66200f964a52008e91ee3,-73.986845,40.736781
25,3fd66200f964a52008eb1ee3,-73.950443,40.783732
26,3fd66200f964a52008f11ee3,-73.915915,40.773006
27,3fd66200f964a52009e61ee3,-73.996259,40.721940999999994
28,3fd66200f964a52009f11ee3,-73.891463,40.74772100000001
29,3fd66200f964a5200ae51ee3,-73.983479,40.726071999999995
30,3fd66200f964a5200ae61ee3,-74.000613,40.729888
31,3fd66200f964a5200ae71ee3,-74.00256,40.73258
32,3fd66200f964a5200ae81ee3,-73.969011,40.755819
33,3fd66200f964a5200ae91ee3,-73.993301,40.757394
34,3fd66200f964a5200be51ee3,-73.986231,40.722432
35,3fd66200f964a5200ce41ee3,-73.992406,40.718848
36,3fd66200f964a5200ce61ee3,-74.001571,40.726068
37,3fd66200f964a5200ce91ee3,-73.976422,40.785953000000006
38,3fd66200f964a5200de61ee3,-74.00054399999998,40.73002
39,3fd66200f964a5200de71ee3,-74.00164000000002,40.73233
40,3fd66200f964a5200deb1ee3,-73.98791800000002,40.720919
41,3fd66200f964a5200ee51ee3,-73.984047,40.726974
42,3fd66200f964a5200ee71ee3,-74.00296,40.733027
43,3fd66200f964a5200eea1ee3,-74.000337,40.727771000000004
44,3fd66200f964a5200fe41ee3,-73.987861,40.721111
45,3fd66200f964a5200fe51ee3,-73.97971700000002,40.7272
46,3fd66200f964a5200fe91ee3,-73.993359,40.747433
47,3fd66200f964a52010e41ee3,-73.984607,40.719649
48,3fd66200f964a52010e51ee3,-73.982702,40.727027
49,3fd66200f964a52010e81ee3,-73.974942,40.758607
50,3fd66200f964a52010ea1ee3,-74.002981,40.731131
51,3fd66200f964a52011e51ee3,-73.97845699999998,40.729046999999994
52,3fd66200f964a52011e81ee3,-73.967519,40.762812
53,3fd66200f964a52011e91ee3,-74.002705,40.730641
54,3fd66200f964a52011ea1ee3,-73.988725,40.729846
55,3fd66200f964a52011eb1ee3,-73.98761999999998,40.721657
56,3fd66200f964a52012e41ee3,-73.983172,40.721049
57,3fd66200f964a52012e51ee3,-73.98631999999998,40.722418
58,3fd66200f964a52013f11ee3,-73.965025,40.714281
59,3fd66200f964a52014e71ee3,-74.008188,40.737557
60,3fd66200f964a52014eb1ee3,-73.98383199999998,40.76308
61,3fd66200f964a52015e31ee3,-73.97712800000002,40.78482
62,3fd66200f964a52015e51ee3,-73.982828,40.731545000000004
63,3fd66200f964a52015e71ee3,-73.999557,40.733779999999996
64,3fd66200f964a52015e91ee3,-73.990897,40.736625
65,3fd66200f964a52015eb1ee3,-73.984773,40.763203999999995
66,3fd66200f964a52016e51ee3,-73.988504,40.723067
67,3fd66200f964a52016e81ee3,-73.965713,40.76125
68,3fd66200f964a52016eb1ee3,-73.991855,40.737013
69,3fd66200f964a52017e31ee3,-73.97927,40.782059000000004
70,3fd66200f964a52017e61ee3,-73.992491,40.72534
71,3fd66200f964a52017eb1ee3,-73.984492,40.756644
72,3fd66200f964a52018e41ee3,-73.988372,40.720089
73,3fd66200f964a52018e51ee3,-73.981278,40.725112
74,3fd66200f964a52018e61ee3,-73.999844,40.726986
75,3fd66200f964a52018e71ee3,-74.00311500000002,40.731663
76,3fd66200f964a52018eb1ee3,-73.98124399999998,40.764108
77,3fd66200f964a52019e61ee3,-73.988997,40.736596
78,3fd66200f964a52019e71ee3,-74.009196,40.736499
79,3fd66200f964a52019eb1ee3,-73.995861,40.724622
80,3fd66200f964a5201ae31ee3,-74.003,40.735019
81,3fd66200f964a5201ae61ee3,-73.99812800000002,40.728898
82,3fd66200f964a5201be41ee3,-73.985588,40.719238
83,3fd66200f964a5201be61ee3,-73.99952900000002,40.722283000000004
84,3fd66200f964a5201be71ee3,-74.003582,40.731996
85,3fd66200f964a5201beb1ee3,-74.009442,40.745176
86,3fd66200f964a5201ce61ee3,-73.992822,40.726121
87,3fd66200f964a5201de61ee3,-73.99954,40.728378
88,3fd66200f964a5201dea1ee3,-73.985453,40.756929
89,3fd66200f964a5201deb1ee3,-73.98894,40.73878300000001
90,3fd66200f964a5201ee31ee3,-73.987696,40.719698
91,3fd66200f964a5201ee51ee3,-73.98123199999998,40.728194
92,3fd66200f964a5201ee71ee3,-74.002702,40.73393400000001
93,3fd66200f964a5201ee81ee3,-73.968319,40.755326000000004
94,3fd66200f964a5201eeb1ee3,-74.001898,40.72702
95,3fd66200f964a5201fe51ee3,-73.983783,40.725471999999996
96,3fd66200f964a5201fe61ee3,-74.0002,40.730517
97,3fd66200f964a5201fee1ee3,-73.98320799999998,40.672796999999996
98,3fd66200f964a52020e31ee3,-73.988543,40.716347
99,3fd66200f964a52020e61ee3,-73.99655,40.724638
100,3fd66200f964a52020e71ee3,-73.990673,40.744498
101,3fd66200f964a52020e81ee3,-73.98123199999998,40.780503
102,3fd66200f964a52021e31ee3,-73.98875100000002,40.727173
103,3fd66200f964a52021e41ee3,-73.98849200000002,40.719854
104,3fd66200f964a52021e71ee3,-73.988022,40.718786
105,3fd66200f964a52021ea1ee3,-74.006713,40.719775
106,3fd66200f964a52021ee1ee3,-73.96935500000002,40.710657
107,3fd66200f964a52022e41ee3,-73.990002,40.718152
108,3fd66200f964a52022e51ee3,-73.978871,40.72417
109,3fd66200f964a52022e71ee3,-74.006598,40.739465
110,3fd66200f964a52023e41ee3,-74.008758,40.752294
111,3fd66200f964a52023e51ee3,-73.984125,40.725325
112,3fd66200f964a52023e61ee3,-74.001756,40.727282
113,3fd66200f964a52023e81ee3,-73.98344200000003,40.772531
114,3fd66200f964a52023eb1ee3,-73.994553,40.721724
115,3fd66200f964a52024e41ee3,-73.987832,40.719971
116,3fd66200f964a52024e81ee3,-73.983103,40.775148
117,3fd66200f964a52025e41ee3,-73.994685,40.72488
118,3fd66200f964a52025e51ee3,-73.984078,40.722347
119,3fd66200f964a52025e71ee3,-74.003214,40.730047
120,3fd66200f964a52025eb1ee3,-73.988404,40.728988
121,3fd66200f964a52026e51ee3,-73.985883,40.729444
122,3fd66200f964a52026eb1ee3,-73.985617,40.727117
123,3fd66200f964a52027e31ee3,-73.98498000000002,40.767927
124,3fd66200f964a52027e51ee3,-73.983235,40.722898
125,3fd66200f964a52028e41ee3,-73.99073100000003,40.736885
126,3fd66200f964a52029e31ee3,-73.984561,40.725638000000004
127,3fd66200f964a52029e61ee3,-74.000951,40.730832
128,3fd66200f964a5202ae41ee3,-73.986561,40.727339
129,3fd66200f964a5202ae61ee3,-74.000877,40.730805
130,3fd66200f964a5202be41ee3,-73.989213,40.726104
131,3fd66200f964a5202be71ee3,-74.002061,40.72869
132,3fd66200f964a5202bea1ee3,-73.997462,40.736529
133,3fd66200f964a5202ce31ee3,-73.989455,40.727036
134,3fd66200f964a5202ce41ee3,-73.988722,40.728257
